stim1,stim2,correct,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,ws.thisRepN,ws.thisTrialN,ws.thisN,ws.thisIndex,cat.thisRepN,cat.thisTrialN,cat.thisN,cat.thisIndex,key_resp_2.keys,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
cat/10-4-9.wav,cat/13-4-9.wav,1,,,,,,,,,0,5,5,8,,['2'],0,[0.45169901847839355],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/914.wav,cat/941.wav,1,,,,,,,,,0,6,6,4,,['2'],0,[3.471626043319702],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/9-4-11.wav,cat/9-11-4.wav,2,,,,,,,,,0,7,7,18,,['1'],0,[4.4726948738098145],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/9-10-4.wav,cat/9-4-10.wav,1,,,,,,,,,0,8,8,15,,['1'],0,[2.7042019367218018],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/1-4-18.wav,cat/1-4-12.wav,1,,,,,,,,,0,9,9,7,,['1'],0,[2.2035980224609375],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/4-3-17.wav,cat/4-17-3.wav,2,,,,,,,,,0,10,10,17,,['2'],0,[1.9200820922851562],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/9-12-4.wav,cat/9-4-12.wav,1,,,,,,,,,0,11,11,16,,['2'],0,[2.554042100906372],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/1-17-9.wav,cat/1-15-9.wav,2,,,,,,,,,0,12,12,19,,['2'],0,[1.4362609386444092],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/16-4-9.wav,cat/11-4-9.wav,2,,,,,,,,,0,13,13,23,,['2'],0,[2.504019021987915],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/1-4-13.wav,cat/1-4-16.wav,2,,,,,,,,,0,14,14,21,,['1'],0,[1.7865169048309326],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/4-16-1.wav,cat/4-1-16.wav,1,,,,,,,,,0,15,15,13,,['1'],0,[0.8521430492401123],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/11-4-9.wav,cat/21-4-9.wav,1,,,,,,,,,0,16,16,9,,['1'],0,[3.104559898376465],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/149.wav,cat/194.wav,1,,,,,,,,,0,17,17,0,,['1'],0,[0.45173096656799316],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/3-9-14.wav,cat/3-14-9.wav,2,,,,,,,,,0,18,18,26,,['2'],0,[2.9710309505462646],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/3-4-20.wav,cat/3-4-18.wav,2,,,,,,,,,0,19,19,25,,['2'],0,[0.8688580989837646],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/934.wav,cat/943.wav,1,,,,,,,,,0,20,20,5,,['1'],0,[1.0524771213531494],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/1-14-9.wav,cat/1-10-9.wav,1,,,,,,,,,0,21,21,6,,['2'],0,[1.8531429767608643],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/419.wav,cat/491.wav,2,,,,,,,,,0,22,22,2,,['2'],0,[3.988939046859741],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/3-4-17.wav,cat/3-4-26.wav,1,,,,,,,,,0,23,23,12,,['1'],0,[0.8688850402832031],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/1-23-9.wav,cat/1-14-9.wav,2,,,,,,,,,0,24,24,20,,['1'],0,[0.7354559898376465],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/1-9-15.wav,cat/1-15-9.wav,2,,,,,,,,,0,25,25,22,,['2'],0,[0.4850618839263916],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/394.wav,cat/349.wav,2,,,,,,,,,0,26,26,1,,['1'],0,[0.21810221672058105],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
,,,,,,,,,,,,,,,,,,,,,,,space,19.6725721359,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
